Остатки по КТ по размерам;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Артикул продавца;Название;Артикул WB;Предмет;Бренд;Размер;Регион;Склад;Доступность;Заказали, шт;Заказали на сумму, ₽;Выкупили, шт;Выкупили на сумму, ₽;Процент выкупа;Заказы в среднем за февраль, шт;Заказы в среднем за март, шт;Общее среднее кол-во заказов, шт;Остатки на текущий день, шт;Стоимость остатков на текущий день, ₽;Остатки впервые зафиксированы на складе WB;Оборачиваемость текущих остатков;Оборачиваемость средних остатков;В пути к покупателю, шт;В пути от покупателя, шт;Текущая цена с учетом скидок, ₽;Время отсутствия товара на складе;Упущенные заказы, шт;Сумма упущенных заказов, ₽;Упущенные выкупы, шт;Сумма упущенных выкупов, ₽
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Казахстан;Астана Карагандинское шоссе;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Казахстан;Атакент;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Белая дача;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Внуково;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;2;1;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Вёшки;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;2;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Истра WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Калуга WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Дальневосточный + Сибирский;Кемерово;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Приволжский;Киров Корчагина;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Дальневосточный + Сибирский;Новокузнецк WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;3;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Дальневосточный + Сибирский;Омск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;342;20;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Радумля 1;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;2;1;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Беларусь;СЦ Брест;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Северо-Западный;СЦ Вологда 2;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Приволжский;СЦ Ижевск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;4;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Приволжский;СЦ Кузнецк;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;2;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Приволжский;СЦ Нижний Новгород Ларина;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;2;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Северо-Западный;СЦ Шушары;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Софьино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;4;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Уральский;Тюмень;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Уральский;Челябинск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Ярославль Громова СЦ  WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;5;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Владимир WB;Дефицит;615;374249;431;257730;90;20;23,18;21,72;176;108045;> 180 дней назад;9д 5ч;10д 8ч;30;0;614;0ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Уральский;Екатеринбург - Перспективная 14;Дефицит;270;170264;204;129429;94;8,94;9,91;9,47;35;21486;> 180 дней назад;4д 0ч;14д 2ч;17;0;614;0ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Сарапул WB;Дефицит;203;135559;120;83176;90;4,33;11,36;8,13;7;4297;> 180 дней назад;1д 0ч;14д 4ч;10;0;614;2д 15ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;131;79832;109;65208;89;5,06;3,64;4,29;79;48497;> 180 дней назад;19д 14ч;32д 5ч;0;0;614;0ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Невинномысск;Дефицит;49;34539;42;29757;93;1,5;2;1,77;0;0;> 180 дней назад;0ч;9д 21ч;0;0;614;10д 20ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Коледино;Дефицит;25;17214;21;14653;95;0,83;0,91;0,87;0;0;> 180 дней назад;0ч;4ч;0;0;614;25д 15ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Тула;Дефицит;14;9754;9;6338;82;0,44;0,55;0,5;0;0;> 180 дней назад;0ч;4ч;0;0;614;27д 11ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Электросталь;Дефицит;11;8008;9;6559;90;0,5;0,18;0,33;0;0;> 180 дней назад;0ч;8ч;0;0;614;26д 16ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Новосемейкино;Дефицит;8;5629;6;4285;86;0,33;0,18;0,25;0;0;> 180 дней назад;0ч;16ч;0;0;614;25д 19ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Котовск;Дефицит;7;4845;4;2666;67;0,28;0,18;0,23;0;0;> 180 дней назад;0ч;1д 19ч;0;0;614;26д 3ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Краснодар;Дефицит;7;5088;4;2898;67;0,33;0,09;0,2;0;0;> 180 дней назад;0ч;1д 7ч;0;0;614;25д 11ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Рязань (Тюшевское);Дефицит;6;4041;4;2813;100;0,11;0,36;0,25;0;0;> 180 дней назад;0ч;6ч;2;0;614;28д 5ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Казань;Дефицит;4;2793;4;2793;100;0,17;0,09;0,13;0;0;> 180 дней назад;0ч;3ч;2;0;614;28д 13ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Воронеж WB;Дефицит;3;2131;1;682;33;0,06;0,18;0,12;0;0;> 180 дней назад;0ч;2д 11ч;0;0;614;28д 3ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Дальневосточный + Сибирский;Новосибирск;Дефицит;3;2074;2;1460;100;0,11;0,09;0,1;0;0;> 180 дней назад;0ч;11ч;0;0;614;28д 0ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Белая дача;Дефицит;1;730;1;730;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;2ч;3;0;614;28д 22ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Волгоград;Дефицит;1;730;1;730;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;8ч;0;0;614;28д 16ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Пенза WB;Дефицит;1;614;1;614;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;1д 21ч;0;0;614;28д 15ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Пушкино;Дефицит;1;730;1;730;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Казахстан;Атакент;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Внуково;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;2;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Вёшки;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;3;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Истра WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Дальневосточный + Сибирский;Кемерово;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;1;1;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Ногинск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Оренбург Центральная;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;187;14;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Пятигорск, Этока;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Радумля 1;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;4;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;СЦ Кузнецк;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;СЦ Нижний Новгород Ларина;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Северо-Западный;Санкт-Петербург Уткина Заводь;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Тамбов WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Дальневосточный + Сибирский;Томск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Ульяновск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Уральский;Челябинск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Ярославль Громова СЦ  WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;1;1;614;Отсутствовал весь период;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Владимир WB;Дефицит;372;243688;203;136118;82;4,83;25,91;16,23;71;43586;> 180 дней назад;7д 3ч;19д 20ч;34;4;614;0ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Сарапул WB;Дефицит;289;184740;170;109692;86;4,5;18,91;12,29;0;0;> 180 дней назад;0ч;22д 11ч;20;0;614;1д 2ч;0;0;0;0
6-285-4/1ЖН. Тапочки темно-бежевые;Тапочки домашние;124045488;Тапочки;Мех ОРЕТЕКС;36-37;Уральский;Екатеринбург - Перспективная 14;Дефицит;130;81525;99;62858;80;6,06;1,91;3,81;0;0;> 180 дней назад;5ч;10д 0ч;1;1;614;8д 17ч;0;0;0;0
